date, b01_mw, b02_mw, b12_mw, b01_Qo, b02_Qo, b12_Qo, dam_el, dam_el_delta, rainfall 
9/28/2022 1:00,-0.01,10.06,10.05,-0.004,6.0759,6.0719,332.3982,0,0
9/28/2022 2:00,-0.01,10.06,10.05,-0.0039,6.0733,6.0694,332.3983,0.0001,0
9/28/2022 3:00,-0.01,10.06,10.05,-0.0048,6.0744,6.0696,332.401,0.0027,0
9/28/2022 4:00,-0.01,10.06,10.05,-0.0044,6.0755,6.0711,332.3789,-0.0221,0
9/28/2022 5:00,-0.01,10.06,10.05,-0.0035,6.0753,6.0718,332.341,-0.0379,0
9/28/2022 6:00,-0.01,10.06,10.05,-0.0043,6.0768,6.0725,332.4232,0.0822,0
9/28/2022 7:00,-0.01,10.05,10.05,-0.0037,6.0714,6.0677,332.9496,0.5264,0
9/28/2022 8:00,-0.01,10.05,10.05,-0.0049,6.0731,6.0682,332.8954,-0.0542,0.1
9/28/2022 9:00,-0.01,10.06,10.05,-0.004,6.076,6.0719,332.6469,-0.2485,0.1
9/28/2022 10:00,-0.01,10.05,10.05,-0.0036,6.0728,6.0692,332.3796,-0.2673,0.1
9/28/2022 11:00,-0.01,10.06,10.05,-0.0039,6.0761,6.0723,332.0925,-0.2871,0.1
9/28/2022 12:00,-0.01,10.06,10.05,-0.0042,6.0739,6.0697,331.917,-0.1754,0.3
9/28/2022 13:00,-0.01,10.05,10.05,-0.0037,6.0726,6.0689,331.7738,-0.1432,0.3
9/28/2022 14:00,-0.01,10.05,10.04,-0.0038,6.0709,6.0671,331.7546,-0.0192,10.9
9/28/2022 15:00,-0.01,10.05,10.05,-0.0045,6.0721,6.0676,331.6593,-0.0953,5.2
9/28/2022 16:00,-0.01,10.06,10.05,-0.0044,6.0743,6.0698,331.5189,-0.1405,0
9/28/2022 17:00,-0.01,10.06,10.05,-0.0039,6.0752,6.0713,331.4997,-0.0192,0
9/28/2022 18:00,-0.01,10.06,10.05,-0.0045,6.0753,6.0708,331.473,-0.0267,1.1
9/28/2022 19:00,-0.01,10.06,10.05,-0.0038,6.0745,6.0708,331.4073,-0.0657,0
9/28/2022 20:00,-0.01,10.05,10.05,-0.0037,6.0726,6.0689,331.3149,-0.0924,0
9/28/2022 21:00,-0.01,10.06,10.05,-0.0042,6.0771,6.0728,331.2003,-0.1146,0
9/28/2022 22:00,-0.01,10.06,10.05,-0.0041,6.0735,6.0694,331.3404,0.1401,0
9/28/2022 23:00,-0.01,10.06,10.05,-0.0046,6.0746,6.0701,331.4614,0.121,0
9/29/2022 0:00,-0.01,10.08,10.08,-0.0036,6.0896,6.086,331.5632,0.1018,0
9/29/2022 1:00,-0.01,10.17,10.16,-0.0044,6.1407,6.1363,331.6463,0.0831,0
9/29/2022 2:00,-0.01,10.17,10.16,-0.0037,6.1421,6.1384,331.7139,0.0676,0
9/29/2022 3:00,-0.01,10.16,10.15,-0.0038,6.1359,6.1321,331.7679,0.054,0
9/29/2022 4:00,-0.01,10.16,10.16,-0.004,6.139,6.135,331.8183,0.0504,0
9/29/2022 5:00,-0.01,9.87,9.86,-0.0035,5.959,5.9555,331.8502,0.0319,0
9/29/2022 6:00,-0.01,10.17,10.16,-0.0044,6.1411,6.1366,331.8758,0.0255,0
9/29/2022 7:00,-0.01,10.17,10.16,-0.0039,6.1399,6.136,331.8885,0.0127,0
9/29/2022 8:00,-0.01,10.16,10.16,-0.0031,6.1385,6.1355,331.8948,0.0063,0
9/29/2022 9:00,-0.01,10.16,10.15,-0.0058,6.1383,6.1325,331.8916,-0.0032,0
9/29/2022 10:00,-0.01,10.17,10.16,-0.0038,6.14,6.1363,331.8821,-0.0096,0.1
9/29/2022 11:00,-0.01,10.17,10.16,-0.0034,6.1398,6.1365,331.867,-0.015,0.2
9/29/2022 12:00,-0.01,10.16,10.16,-0.0038,6.1393,6.1356,331.8445,-0.0225,0.2
9/29/2022 13:00,-0.01,10.16,10.16,-0.004,6.1387,6.1347,331.822,-0.0225,0.4
9/29/2022 14:00,-0.01,10.16,10.15,-0.0044,6.1379,6.1335,331.7897,-0.0323,0.2
9/29/2022 15:00,-0.01,10.16,10.16,-0.004,6.1389,6.1349,331.7546,-0.0351,1.7
9/29/2022 16:00,-0.01,10.17,10.16,-0.0038,6.1397,6.1359,331.7133,-0.0413,3
9/29/2022 17:00,-0.01,10.17,10.16,-0.0044,6.1425,6.1381,331.6718,-0.0416,2.3
9/29/2022 18:00,-0.01,10.16,10.15,-0.0042,6.1373,6.133,331.6346,-0.0371,0.1
9/29/2022 19:00,-0.01,10.17,10.16,-0.004,6.1422,6.1382,331.6144,-0.0202,0
9/29/2022 20:00,-0.01,10.16,10.16,-0.0035,6.138,6.1344,331.6144,0,0
9/29/2022 21:00,-0.01,10.16,10.15,-0.0039,6.1368,6.1329,331.6144,0,0
9/29/2022 22:00,-0.01,10.17,10.16,-0.0037,6.1413,6.1375,331.5984,-0.016,0
9/29/2022 23:00,-0.01,10.16,10.16,-0.0039,6.1377,6.1339,331.5698,-0.0286,0
9/30/2022 0:00,-0.01,10.16,10.16,-0.0036,6.1384,6.1348,331.5379,-0.0319,0.1
9/30/2022 1:00,-0.01,10.16,10.16,-0.004,6.1389,6.1349,331.4997,-0.0382,0
9/30/2022 2:00,-0.01,10.17,10.16,-0.0042,6.1401,6.1359,331.4614,-0.0384,0.1
9/30/2022 3:00,-0.01,10.16,10.16,-0.0047,6.1395,6.1348,331.4268,-0.0345,0.7
9/30/2022 4:00,-0.01,10.16,10.16,-0.0044,6.139,6.1346,331.4169,-0.01,0.1
9/30/2022 5:00,-0.01,10.16,10.16,-0.0045,6.1389,6.1344,331.4423,0.0255,0
9/30/2022 6:00,-0.01,10.17,10.16,-0.0039,6.1401,6.1363,331.4503,0.0079,0.1
9/30/2022 7:00,-0.01,10.16,10.16,-0.0046,6.1395,6.1349,331.4452,-0.0051,0.1
9/30/2022 8:00,-0.01,10.16,10.15,-0.0039,6.1364,6.1325,331.4168,-0.0284,0
9/30/2022 9:00,-0.01,10.16,10.15,-0.0035,6.1354,6.1319,331.3739,-0.0429,0.2
9/30/2022 10:00,-0.01,10.16,10.15,-0.0043,6.1339,6.1295,331.3212,-0.0527,2.2
9/30/2022 11:00,-0.01,10.16,10.15,-0.0037,6.1367,6.133,331.2575,-0.0637,5.4
9/30/2022 12:00,-0.01,10.16,10.16,-0.0042,6.1392,6.135,331.1814,-0.0761,0.5
9/30/2022 13:00,-0.01,10.16,10.15,-0.0033,6.1365,6.1332,331.1046,-0.0769,2.6
9/30/2022 14:00,-0.01,10.16,10.15,-0.0038,6.137,6.1332,331.0153,-0.0893,0.2
9/30/2022 15:00,-0.01,10.16,10.15,-0.0042,6.1365,6.1323,330.9258,-0.0895,0
9/30/2022 16:00,-0.01,10.17,10.16,-0.0042,6.1397,6.1355,330.8242,-0.1016,0.4
9/30/2022 17:00,-0.01,10.16,10.15,-0.004,6.1368,6.1329,330.7222,-0.102,2.1
9/30/2022 18:00,-0.01,10.16,10.16,-0.0038,6.1384,6.1346,330.6096,-0.1126,0
9/30/2022 19:00,-0.01,10.16,10.15,-0.0037,6.1368,6.1331,330.4894,-0.1202,0
9/30/2022 20:00,-0.01,10.16,10.16,-0.0041,6.1389,6.1348,330.3585,-0.1309,0
9/30/2022 21:00,-0.01,10.16,10.15,-0.0041,6.1372,6.1331,330.2107,-0.1478,0
9/30/2022 22:00,-0.01,0.45,0.44,-0.0038,0.2706,0.2668,330.0444,-0.1663,0
9/30/2022 23:00,-0.01,0.01,0,-0.0039,0.0045,0.0006,330.4895,0.4451,0
10/01/2022 0:00,-0.01,0.01,0,-0.0036,0.0051,0.0016,330.8717,0.3822,0
10/01/2022 1:00,-0.01,0.01,0,-0.0034,0.0042,0.0008,331.1937,0.322,0
10/01/2022 2:00,-0.01,0.01,0,-0.0049,0.0044,-0.0004,331.4807,0.287,0
10/01/2022 3:00,-0.01,0.01,0,-0.0041,0.0047,0.0006,331.7573,0.2766,0.8
10/01/2022 4:00,-0.01,0.01,0,-0.0047,0.0043,-0.0004,332.0192,0.2619,1.1
10/01/2022 5:00,-0.01,0.01,0,-0.0044,0.0042,-0.0001,332.2678,0.2487,0.5
10/01/2022 6:00,-0.01,0.01,0,-0.0036,0.004,0.0004,332.5003,0.2325,0
10/01/2022 7:00,-0.01,0.01,0,-0.0043,0.0042,-0.0001,332.6277,0.1274,0
10/01/2022 8:00,-0.01,8.7,8.69,-0.0046,5.2525,5.2479,332.6723,0.0446,0
10/01/2022 9:00,-0.01,10.01,10,-0.0035,6.0459,6.0423,332.5003,-0.1721,0
10/01/2022 10:00,-0.01,10.03,10.02,-0.0043,6.0582,6.0538,332.3856,-0.1147,0.1
10/01/2022 11:00,-0.01,10.06,10.06,-0.004,6.0791,6.0751,332.2836,-0.102,0.1
10/01/2022 12:00,-0.01,10.07,10.07,-0.0044,6.0842,6.0798,332.1751,-0.1084,1.3
10/01/2022 13:00,-0.01,10.06,10.06,-0.0034,6.0779,6.0745,332.0669,-0.1082,1.7
10/01/2022 14:00,-0.01,10.07,10.06,-0.0048,6.0819,6.0771,331.9713,-0.0956,1.2
10/01/2022 15:00,-0.01,10.07,10.06,-0.004,6.0828,6.0788,331.9203,-0.051,0.2
10/01/2022 16:00,-0.01,10.07,10.06,-0.004,6.0824,6.0784,332.0032,0.0829,0.3
10/01/2022 17:00,-0.01,10.07,10.06,-0.0041,6.082,6.0779,332.0974,0.0941,0.1
10/01/2022 18:00,-0.01,10.07,10.06,-0.0048,6.0809,6.0761,332.1588,0.0615,0
10/01/2022 19:00,-0.01,10.07,10.06,-0.0042,6.0803,6.0761,332.1859,0.027,0
10/01/2022 20:00,-0.01,10.07,10.06,-0.0038,6.0803,6.0765,332.1944,0.0085,0
10/01/2022 21:00,-0.01,10.07,10.06,-0.0034,6.0802,6.0768,332.1862,-0.0082,0
10/01/2022 22:00,-0.01,10.07,10.06,-0.004,6.08,6.0761,332.175,-0.0112,0.1
10/01/2022 23:00,-0.01,10.07,10.06,-0.0041,6.0819,6.0778,332.2073,0.0323,0.2
10/02/2022 0:00,-0.01,10.07,10.06,-0.0044,6.0833,6.0789,332.465,0.2577,0.1
10/02/2022 1:00,-0.01,10.06,10.06,-0.0038,6.0792,6.0754,332.615,0.15,0.3
10/02/2022 2:00,-0.01,10.07,10.06,-0.0034,6.0816,6.0782,332.6023,-0.0127,0.3
10/02/2022 3:00,-0.01,10.07,10.06,-0.004,6.082,6.078,332.5577,-0.0446,0.2
10/02/2022 4:00,-0.01,10.07,10.06,-0.0045,6.0816,6.0771,332.5003,-0.0573,0.2
10/02/2022 5:00,-0.01,10.07,10.06,-0.0036,6.0806,6.077,332.4429,-0.0574,0.2
10/02/2022 6:00,-0.01,10.07,10.06,-0.0042,6.0806,6.0764,332.3792,-0.0637,0.4
10/02/2022 7:00,-0.01,10.07,10.06,-0.0041,6.0819,6.0779,332.2963,-0.0829,0.1
10/02/2022 8:00,-0.01,10.07,10.06,-0.0044,6.0813,6.0769,332.2772,-0.0191,0.4
10/02/2022 9:00,-0.01,10.07,10.06,-0.004,6.0803,6.0763,332.2733,-0.004,0.3
10/02/2022 10:00,-0.01,10.07,10.06,-0.0051,6.0805,6.0754,332.2534,-0.0199,0.7
10/02/2022 11:00,-0.01,10.07,10.06,-0.0039,6.0801,6.0762,332.2198,-0.0335,0.7
10/02/2022 12:00,-0.01,10.07,10.06,-0.0034,6.08,6.0766,332.1858,-0.0341,1
10/02/2022 13:00,-0.01,10.07,10.06,-0.0038,6.0829,6.0792,332.1434,-0.0424,0.4
10/02/2022 14:00,-0.01,10.07,10.06,-0.0034,6.082,6.0786,332.0924,-0.051,6.9
10/02/2022 15:00,-0.01,10.07,10.06,-0.0034,6.0821,6.0787,332.0287,-0.0637,0.8
10/02/2022 16:00,-0.01,10.07,10.06,-0.0041,6.0812,6.0771,331.9713,-0.0574,0.4
10/02/2022 17:00,-0.01,10.07,10.06,-0.0036,6.0827,6.0791,331.9412,-0.0302,0.3
10/02/2022 18:00,-0.01,10.07,10.06,-0.0036,6.0819,6.0783,331.9777,0.0365,0.3
10/02/2022 19:00,-0.01,10.07,10.06,-0.0039,6.0812,6.0773,332.0698,0.0921,0.2
10/02/2022 20:00,-0.01,10.06,10.06,-0.0048,6.0785,6.0737,332.1434,0.0736,0.2
10/02/2022 21:00,-0.01,10.07,10.06,-0.0047,6.0801,6.0754,332.1817,0.0382,0
10/02/2022 22:00,-0.01,10.07,10.06,-0.0039,6.0821,6.0782,332.2007,0.0191,0.4
10/02/2022 23:00,-0.01,10.07,10.06,-0.0041,6.0828,6.0787,332.2133,0.0126,0.1
10/03/2022 0:00,-0.01,10.07,10.06,-0.0037,6.0822,6.0786,332.2581,0.0448,0.1
10/03/2022 1:00,-0.01,10.07,10.06,-0.0041,6.0829,6.0788,332.341,0.0829,0.2
10/03/2022 2:00,-0.01,9.67,9.66,-0.0042,5.8378,5.8335,332.4215,0.0805,0.5
10/03/2022 3:00,-0.01,10.17,10.16,-0.0034,6.1405,6.137,332.4525,0.0309,6.6
10/03/2022 4:00,-0.01,10.17,10.16,-0.0042,6.1397,6.1355,332.462,0.0096,2.3
10/03/2022 5:00,-0.01,10.16,10.16,-0.004,6.1393,6.1353,332.4521,-0.0099,1.2
10/03/2022 6:00,-0.01,10.16,10.16,-0.0042,6.1392,6.1349,332.427,-0.0251,0.2
10/03/2022 7:00,-0.01,10.16,10.16,-0.0035,6.139,6.1355,332.4047,-0.0223,0.3
10/03/2022 8:00,-0.01,10.16,10.16,-0.0042,6.1394,6.1351,332.3674,-0.0373,0.3
10/03/2022 9:00,-0.01,10.16,10.16,-0.0038,6.1393,6.1355,332.3219,-0.0456,0.1
10/03/2022 10:00,-0.01,10.17,10.16,-0.0038,6.1401,6.1364,332.2674,-0.0545,0.1
10/03/2022 11:00,-0.01,10.17,10.16,-0.0036,6.1413,6.1377,332.2008,-0.0666,0.1
10/03/2022 12:00,-0.01,10.17,10.16,-0.0044,6.1408,6.1364,332.1306,-0.0702,0.1
10/03/2022 13:00,-0.01,10.16,10.16,-0.0039,6.1394,6.1355,332.0541,-0.0765,0.3
10/03/2022 14:00,-0.01,10.16,10.15,-0.0046,6.1378,6.1331,331.9776,-0.0765,0.5
10/03/2022 15:00,-0.01,10.16,10.16,-0.0041,6.1387,6.1346,331.8917,-0.0859,0.4
10/03/2022 16:00,-0.01,10.16,10.16,-0.0033,6.1379,6.1346,331.8087,-0.083,0.2
10/03/2022 17:00,-0.01,10.16,10.15,-0.0043,6.1365,6.1322,331.7164,-0.0923,0.2
10/03/2022 18:00,-0.01,10.16,10.16,-0.0032,6.1387,6.1355,331.6208,-0.0956,0.1
10/03/2022 19:00,-0.01,10.16,10.15,-0.0039,6.137,6.1331,331.5288,-0.092,0.1
10/03/2022 20:00,-0.01,10.17,10.16,-0.0045,6.1413,6.1368,331.4732,-0.0556,0.1
10/03/2022 21:00,-0.01,10.16,10.16,-0.0036,6.1389,6.1352,331.4933,0.0201,0
10/03/2022 22:00,-0.01,10.16,10.16,-0.0042,6.1392,6.1349,331.5973,0.104,0
10/03/2022 23:00,-0.01,10.16,10.16,-0.0033,6.1394,6.1361,332.0412,0.4439,0
10/04/2022 0:00,-0.01,10.16,10.15,-0.0042,6.1373,6.133,332.8475,0.8063,0.3
10/04/2022 1:00,-0.01,10.17,10.16,-0.0034,6.1403,6.1369,332.8062,-0.0414,0.2
10/04/2022 2:00,-0.01,10.17,10.16,-0.0048,6.14,6.1352,332.6276,-0.1786,0.1
10/04/2022 3:00,-0.01,10.17,10.16,-0.0044,6.1399,6.1355,332.427,-0.2006,0.1
10/04/2022 4:00,-0.01,10.16,10.16,-0.0048,6.139,6.1342,332.1689,-0.2582,0.1
10/04/2022 5:00,-0.01,10.17,10.16,-0.0039,6.1426,6.1388,331.912,-0.2568,0
10/04/2022 6:00,-0.01,10.17,10.16,-0.0048,6.1404,6.1356,332.1815,0.2695,0.1
10/04/2022 7:00,-0.01,10.16,10.16,-0.0047,6.1389,6.1341,332.3729,0.1913,0.1
10/04/2022 8:00,-0.01,10.17,10.16,-0.0046,6.1398,6.1352,332.494,0.1212,0.2
10/04/2022 9:00,-0.01,10.17,10.16,-0.0044,6.14,6.1356,332.5292,0.0351,0
10/04/2022 10:00,-0.01,10.16,10.15,-0.0039,6.1372,6.1333,332.5257,-0.0034,0.1
10/04/2022 11:00,-0.01,10.16,10.16,-0.0037,6.1384,6.1347,332.5003,-0.0254,0.1
10/04/2022 12:00,-0.01,10.16,10.16,-0.0042,6.1387,6.1345,332.4748,-0.0255,0.1
10/04/2022 13:00,-0.01,10.16,10.16,-0.0044,6.1393,6.1349,332.4493,-0.0255,1.1
10/04/2022 14:00,-0.01,10.16,10.16,-0.0042,6.138,6.1338,332.4269,-0.0224,1.6
10/04/2022 15:00,-0.01,10.16,10.16,-0.0036,6.139,6.1355,332.4014,-0.0255,1.1
10/04/2022 16:00,-0.01,10.16,10.15,-0.0046,6.1365,6.1319,332.3729,-0.0285,5.7
10/04/2022 17:00,-0.01,10.16,10.16,-0.0041,6.1387,6.1346,332.3441,-0.0288,0.4
10/04/2022 18:00,-0.01,10.17,10.16,-0.004,6.14,6.1361,332.3021,-0.042,0.1
10/04/2022 19:00,-0.01,10.16,10.16,-0.0032,6.1381,6.1349,332.258,-0.0442,0
10/04/2022 20:00,-0.01,10.16,10.15,-0.0049,6.1383,6.1334,332.2008,-0.0572,0
10/04/2022 21:00,-0.01,10.17,10.16,-0.004,6.1397,6.1357,332.1465,-0.0542,0
10/04/2022 22:00,-0.01,10.17,10.16,-0.003,6.1413,6.1383,332.086,-0.0606,0
10/04/2022 23:00,-0.01,10.16,10.16,-0.0042,6.1385,6.1342,332.0287,-0.0573,0
10/05/2022 0:00,-0.01,10.16,10.16,-0.0038,6.139,6.1352,331.9649,-0.0637,0
10/05/2022 1:00,3.12,6.96,10.08,1.8866,4.2015,6.088,331.9012,-0.0638,0
10/05/2022 2:00,5.17,5.19,10.36,3.1201,3.1358,6.2559,331.8022,-0.099,0.1
10/05/2022 3:00,2.26,7.93,10.19,1.3643,4.7879,6.1522,331.6884,-0.1138,0
10/05/2022 4:00,-0.01,10.17,10.16,-0.0041,6.1401,6.136,331.5947,-0.0937,0
10/05/2022 5:00,-0.01,10.16,10.16,-0.0041,6.1382,6.1341,331.5093,-0.0854,0
10/05/2022 6:00,-0.01,10.17,10.16,-0.0047,6.1421,6.1374,331.42,-0.0893,0
10/05/2022 7:00,-0.01,10.17,10.16,-0.0032,6.1399,6.1367,331.3276,-0.0924,0.1
10/05/2022 8:00,-0.01,10.16,10.16,-0.0034,6.1383,6.1348,331.2328,-0.0948,0
10/05/2022 9:00,-0.01,10.17,10.16,-0.0037,6.141,6.1373,331.1364,-0.0963,0.1
10/05/2022 10:00,-0.01,10.17,10.16,-0.0042,6.1407,6.1365,331.0401,-0.0963,0.4
10/05/2022 11:00,-0.01,10.16,10.15,-0.0044,6.1371,6.1327,330.9326,-0.1075,0.2
10/05/2022 12:00,-0.01,10.16,10.15,-0.0044,6.1363,6.1319,330.821,-0.1117,0.5
10/05/2022 13:00,-0.01,10.16,10.15,-0.004,6.1369,6.1329,330.7031,-0.1179,0.3
10/05/2022 14:00,-0.01,10.17,10.16,-0.0037,6.1403,6.1366,330.5756,-0.1275,0.2
10/05/2022 15:00,-0.01,10.16,10.16,-0.0036,6.1385,6.1349,330.4408,-0.1348,0.1
10/05/2022 16:00,-0.01,0.44,0.43,-0.0034,0.2658,0.2624,330.2943,-0.1465,0.1
10/05/2022 17:00,-0.01,0.01,0,-0.0039,0.0053,0.0014,330.6854,0.3912,0.1
10/05/2022 18:00,-0.01,0.01,0,-0.0042,0.0041,-0.0002,331.0282,0.3428,0
10/05/2022 19:00,-0.01,0.01,0,-0.0042,0.004,-0.0001,331.3276,0.2994,0
10/05/2022 20:00,-0.01,0.01,0,-0.0045,0.0042,-0.0002,331.608,0.2804,0.1
10/05/2022 21:00,-0.01,0.01,0,-0.0045,0.0039,-0.0006,331.9012,0.2932,0
10/05/2022 22:00,-0.01,9.51,9.51,-0.0044,5.7464,5.742,332.3889,0.4877,0.1
10/05/2022 23:00,-0.01,10.16,10.15,-0.0042,6.1351,6.1309,332.5257,0.1368,0.1
10/06/2022 0:00,-0.01,10.16,10.15,-0.0045,6.1359,6.1314,332.5385,0.0128,0
10/06/2022 1:00,-0.01,10.16,10.15,-0.0044,6.1351,6.1307,332.5258,-0.0127,0.1
10/06/2022 2:00,-0.01,10.15,10.15,-0.0043,6.1336,6.1292,332.5131,-0.0127,0.1
10/06/2022 3:00,-0.01,10.16,10.15,-0.0046,6.1371,6.1325,332.4942,-0.0189,0.1
10/06/2022 4:00,-0.01,10.16,10.15,-0.004,6.1353,6.1313,332.4684,-0.0258,0.1
10/06/2022 5:00,-0.01,10.16,10.15,-0.0036,6.1359,6.1323,332.4365,-0.0319,0.1
10/06/2022 6:00,-0.01,10.16,10.15,-0.0042,6.137,6.1327,332.3983,-0.0382,0.1
10/06/2022 7:00,-0.01,10.16,10.15,-0.0041,6.135,6.1309,332.3537,-0.0446,0.2
10/06/2022 8:00,-0.01,10.16,10.15,-0.0046,6.1363,6.1317,332.2963,-0.0574,0.2
10/06/2022 9:00,-0.01,10.16,10.16,-0.0039,6.1391,6.1352,332.2269,-0.0694,0.3
10/06/2022 10:00,-0.01,10.16,10.15,-0.0044,6.1341,6.1297,332.1497,-0.0771,0.6
10/06/2022 11:00,-0.01,10.16,10.15,-0.0038,6.1362,6.1324,332.0631,-0.0866,1.4
10/06/2022 12:00,-0.01,10.16,10.15,-0.0042,6.1361,6.1319,331.9714,-0.0917,0.4
10/06/2022 13:00,-0.01,10.16,10.15,-0.0039,6.1355,6.1316,331.8757,-0.0957,0.6
10/06/2022 14:00,-0.01,10.16,10.15,-0.0042,6.1341,6.1299,331.7778,-0.0979,0.3
10/06/2022 15:00,-0.01,10.16,10.15,-0.0042,6.1337,6.1294,331.6845,-0.0933,0.4
10/06/2022 16:00,-0.01,10.15,10.15,-0.0035,6.1323,6.1289,331.5857,-0.0988,0.3
10/06/2022 17:00,-0.01,10.16,10.15,-0.004,6.1368,6.1328,331.487,-0.0987,0.2
10/06/2022 18:00,-0.01,10.16,10.15,-0.005,6.1357,6.1307,331.3914,-0.0956,0.1
10/06/2022 19:00,-0.01,10.16,10.16,-0.0039,6.1379,6.134,331.291,-0.1004,0.1
10/06/2022 20:00,-0.01,10.15,10.15,-0.004,6.1321,6.1281,331.1939,-0.0971,0.1
10/06/2022 21:00,-0.01,10.16,10.15,-0.0042,6.1343,6.1301,331.1136,-0.0802,0
10/06/2022 22:00,-0.01,10.16,10.15,-0.0044,6.1361,6.1316,331.0599,-0.0537,0
10/06/2022 23:00,-0.01,10.16,10.15,-0.004,6.1358,6.1318,330.9927,-0.0673,0.1
10/07/2022 0:00,4.03,6.29,10.32,2.4361,3.7975,6.2335,330.9091,-0.0836,0.1
10/07/2022 1:00,5.16,5.09,10.25,3.1146,3.0745,6.1891,330.7621,-0.147,0.1
10/07/2022 2:00,1.03,9.13,10.16,0.6192,5.5169,6.1361,330.5947,-0.1674,0.1
10/07/2022 3:00,-0.01,10.17,10.16,-0.0045,6.1416,6.1372,330.4553,-0.1394,0.2
10/07/2022 4:00,-0.01,0.37,0.36,-0.0044,0.2223,0.2179,330.3143,-0.1409,0.3
10/07/2022 5:00,-0.01,0.01,0,-0.004,0.0045,0.0005,330.7158,0.4015,0.1
10/07/2022 6:00,-0.01,0.01,0,-0.004,0.0042,0.0003,331.0727,0.3569,0.1
10/07/2022 7:00,-0.01,0.01,0,-0.0044,0.0041,-0.0003,331.4406,0.3679,0.1
10/07/2022 8:00,-0.01,0.01,0,-0.0039,0.0044,0.0006,331.7865,0.3459,0.2
10/07/2022 9:00,-0.01,0.01,0,-0.0044,0.0051,0.0008,332.0977,0.3112,0.1
10/07/2022 10:00,-0.01,7.83,7.82,-0.0033,4.7294,4.7262,332.3728,0.2751,0.3
10/07/2022 11:00,-0.01,10.1,10.1,-0.0036,6.1025,6.0989,332.3729,0.0001,1.5
10/07/2022 12:00,-0.01,10.1,10.09,-0.0041,6.1008,6.0967,332.3091,-0.0638,0.5
10/07/2022 13:00,-0.01,10.1,10.1,-0.0037,6.1033,6.0996,332.239,-0.0701,0.7
10/07/2022 14:00,-0.01,10.1,10.1,-0.0042,6.1026,6.0984,332.1625,-0.0765,0.6
10/07/2022 15:00,-0.01,10.1,10.09,-0.0043,6.1002,6.0959,332.0806,-0.0819,0.5
10/07/2022 16:00,-0.01,10.1,10.1,-0.0034,6.103,6.0997,331.9936,-0.087,0.2
10/07/2022 17:00,-0.01,10.1,10.1,-0.0046,6.1024,6.0978,331.9012,-0.0924,0.2
10/07/2022 18:00,-0.01,10.1,10.1,-0.0033,6.1014,6.0981,331.8028,-0.0984,0.2
10/07/2022 19:00,-0.01,10.1,10.09,-0.0041,6.1,6.0959,331.7028,-0.1001,0
10/07/2022 20:00,-0.01,10.1,10.1,-0.0034,6.1017,6.0983,331.5984,-0.1043,0
10/07/2022 21:00,-0.01,10.1,10.09,-0.0035,6.0992,6.0956,331.4997,-0.0987,2.3
10/07/2022 22:00,-0.01,10.1,10.1,-0.0037,6.1011,6.0974,331.4359,-0.0638,0.2
10/07/2022 23:00,-0.01,10.1,10.1,-0.0036,6.1016,6.098,331.3914,-0.0446,0.1
10/08/2022 0:00,-0.01,10.11,10.1,-0.0038,6.1036,6.0998,331.3594,-0.032,0
10/08/2022 1:00,-0.01,10.1,10.1,-0.0049,6.1025,6.0977,331.3274,-0.032,0
10/08/2022 2:00,-0.01,10.1,10.1,-0.0038,6.1021,6.0983,331.2985,-0.029,0
10/08/2022 3:00,-0.01,10.11,10.1,-0.0038,6.1035,6.0996,331.2669,-0.0315,0
10/08/2022 4:00,-0.01,10.1,10.1,-0.0034,6.1022,6.0987,331.2321,-0.0349,0.1
10/08/2022 5:00,-0.01,10.1,10.09,-0.0037,6.0989,6.0952,331.2055,-0.0266,0.2
10/08/2022 6:00,-0.01,10.1,10.09,-0.004,6.1005,6.0965,331.1822,-0.0233,0.3
10/08/2022 7:00,-0.01,10.1,10.1,-0.0041,6.1028,6.0987,331.1939,0.0117,0.2
10/08/2022 8:00,-0.01,10.11,10.1,-0.0041,6.1043,6.1002,331.188,-0.0059,0.3
10/08/2022 9:00,-0.01,10.1,10.1,-0.0038,6.102,6.0982,331.1556,-0.0324,0.3
10/08/2022 10:00,-0.01,10.1,10.09,-0.0043,6.1015,6.0972,331.1046,-0.051,0.4
10/08/2022 11:00,-0.01,10.1,10.1,-0.004,6.1028,6.0987,331.0345,-0.0701,0.1
10/08/2022 12:00,-0.01,10.11,10.1,-0.0038,6.1036,6.0998,330.9453,-0.0892,0.1
10/08/2022 13:00,-0.01,10.1,10.1,-0.0033,6.1025,6.0992,330.8464,-0.0988,0
10/08/2022 14:00,-0.01,10.11,10.1,-0.0047,6.1045,6.0998,330.7349,-0.1115,0.1
10/08/2022 15:00,-0.01,10.11,10.1,-0.0038,6.1043,6.1004,330.6077,-0.1273,0.1
10/08/2022 16:00,-0.01,0.77,0.76,-0.0033,0.464,0.4607,330.4673,-0.1404,0
10/08/2022 17:00,-0.01,0.01,0,-0.0044,0.0042,-0.0002,330.805,0.3378,0
10/08/2022 18:00,-0.01,0.01,0,-0.0048,0.0043,-0.0004,331.1237,0.3187,0
10/08/2022 19:00,-0.01,0.01,0,-0.0039,0.0045,0.0007,331.4105,0.2868,0
10/08/2022 20:00,-0.01,0.01,0,-0.0041,0.0046,0.0005,331.6782,0.2677,0
10/08/2022 21:00,-0.01,0.01,0,-0.0042,0.0042,0.0001,331.9394,0.2612,0
